date,open,high,low,close,volume,ha_close,ha_open,ha_high,ha_low,VolumeMA,supertrend,supertrend_trend,final_lower,final_upper,KC1_lower,KC1_middle,KC1_upper,KC2_lower,KC2_middle,KC2_upper
2026-01-12T09:15:00.000000000,25770.0,25793.9,25735.0,25738.0,91260.0,25759.22,25754.0,25793.9,25735.0,,,,,,,,,,,
2026-01-12T09:16:00.000000000,25740.9,25749.9,25723.4,25724.4,47645.0,25734.65,25756.61,25756.61,25723.4,,,,,,,,,,,
2026-01-12T09:17:00.000000000,25725.0,25735.9,25723.0,25724.6,47125.0,25727.12,25745.63,25745.63,25723.0,,,,,,,,,,,
2026-01-12T09:18:00.000000000,25722.3,25739.6,25722.0,25728.0,52650.0,25727.98,25736.38,25739.6,25722.0,,,,,,,,,,,
2026-01-12T09:19:00.000000000,25730.0,25735.0,25721.0,25721.0,34840.0,25726.75,25732.18,25735.0,25721.0,,,,,,,,,,,
2026-01-12T09:20:00.000000000,25715.8,25721.3,25695.2,25699.0,154895.0,25707.82,25729.46,25729.46,25695.2,,,,,,,,,,,
2026-01-12T09:21:00.000000000,25700.0,25700.0,25680.9,25688.4,168935.0,25692.32,25718.64,25718.64,25680.9,,,,,,,,,,,
2026-01-12T09:22:00.000000000,25690.0,25690.0,25676.7,25682.3,141375.0,25684.75,25705.48,25705.48,25676.7,,,,,,,,,,,
2026-01-12T09:23:00.000000000,25683.2,25689.7,25675.0,25679.0,77545.0,25681.72,25695.12,25695.12,25675.0,,,,,,,,,,,
2026-01-12T09:24:00.000000000,25679.1,25683.1,25668.5,25672.0,47580.0,25675.68,25688.42,25688.42,25668.5,,25562.55,,25562.55,,,,,,,
2026-01-12T09:25:00.000000000,25672.2,25680.2,25666.0,25666.1,59605.0,25671.12,25682.05,25682.05,25666.0,,25563.28,1.0,25563.28,,,,,,,
2026-01-12T09:26:00.000000000,25670.0,25675.0,25663.8,25673.0,38805.0,25670.45,25676.59,25676.59,25663.8,,25565.41,1.0,25565.41,,,,,,,
2026-01-12T09:27:00.000000000,25673.7,25674.8,25646.0,25646.0,44915.0,25660.12,25673.52,25674.8,25646.0,,25565.41,1.0,25565.41,,,,,,,
2026-01-12T09:28:00.000000000,25644.8,25653.7,25641.0,25652.6,33735.0,25648.02,25666.82,25666.82,25641.0,,25565.41,1.0,25565.41,,,,,,,
2026-01-12T09:29:00.000000000,25651.6,25657.0,25647.0,25650.0,26650.0,25651.4,25657.42,25657.42,25647.0,,25565.41,1.0,25565.41,,,,,,,
2026-01-12T09:30:00.000000000,25646.3,25674.9,25646.3,25668.4,45045.0,25658.98,25654.41,25674.9,25646.3,,25565.41,1.0,25565.41,,,,,,,
